Time series of measured orientation data in quaternions:
Time (s)	hand_l_imu	humerus_r_imu	torso_imu	radius_l_imu	calcn_r_imu	head_imu	femur_l_imu	radius_r_imu	calcn_l_imu	tibia_l_imu	hand_r_imu	humerus_l_imu	femur_r_imu	pelvis_imu	tibia_r_imu
11.0290303	~[0.710033,0.164113,-0.680831,-0.073405]	~[-0.156507,-0.682451,0.079063,-0.709588]	~[0.376751,-0.324875,-0.222350,-0.838496]	~[0.634580,-0.062376,-0.720510,-0.272549]	~[0.417432,-0.389915,-0.049805,-0.819290]	~[-0.310875,-0.232347,-0.536570,-0.749309]	~[0.688711,-0.301253,-0.642241,-0.149835]	~[0.021290,-0.645704,0.272102,-0.713143]	~[0.562495,-0.241048,-0.264573,-0.745316]	~[0.625555,-0.233592,-0.737142,-0.103618]	~[-0.404094,-0.515858,0.390439,-0.646650]	~[0.755043,-0.184994,-0.596284,-0.200330]	~[-0.192841,-0.722220,0.021180,-0.663899]	~[0.714577,0.334754,-0.510516,0.341604]	~[-0.196516,-0.685344,0.378652,-0.590176]
11.0583148	~[0.710338,0.164403,-0.680476,-0.073098]	~[-0.156384,-0.682454,0.079042,-0.709615]	~[0.376702,-0.324918,-0.222459,-0.838472]	~[0.634749,-0.062108,-0.720477,-0.272304]	~[0.417441,-0.389905,-0.049808,-0.819290]	~[-0.310782,-0.232290,-0.536727,-0.749253]	~[0.688625,-0.301345,-0.642278,-0.149888]	~[0.021215,-0.645755,0.272506,-0.712946]	~[0.562482,-0.240993,-0.264569,-0.745345]	~[0.625485,-0.233634,-0.737183,-0.103662]	~[-0.404106,-0.515702,0.390847,-0.646520]	~[0.755021,-0.184985,-0.596306,-0.200358]	~[-0.192985,-0.722135,0.021279,-0.663946]	~[0.714544,0.334808,-0.510559,0.341556]	~[-0.196422,-0.685335,0.378732,-0.590166]
11.1080201	~[0.710872,0.164504,-0.679894,-0.073106]	~[-0.156099,-0.682536,0.078868,-0.709618]	~[0.376746,-0.324709,-0.222530,-0.838515]	~[0.634905,-0.062123,-0.720386,-0.272177]	~[0.417422,-0.389886,-0.049856,-0.819306]	~[-0.310600,-0.232194,-0.536865,-0.749259]	~[0.688558,-0.301349,-0.642334,-0.149947]	~[0.021236,-0.645833,0.272622,-0.712830]	~[0.562394,-0.240960,-0.264682,-0.745382]	~[0.625374,-0.233649,-0.737265,-0.103710]	~[-0.404050,-0.515573,0.390991,-0.646571]	~[0.754978,-0.184890,-0.596371,-0.200414]	~[-0.192826,-0.722116,0.021360,-0.664011]	~[0.714539,0.334914,-0.510533,0.341501]	~[-0.196378,-0.685351,0.378752,-0.590149]
11.1286848	~[0.710991,0.164456,-0.679773,-0.073182]	~[-0.155808,-0.682617,0.078720,-0.709620]	~[0.376654,-0.324838,-0.222252,-0.838580]	~[0.634966,-0.062345,-0.720275,-0.272279]	~[0.417419,-0.389856,-0.049867,-0.819321]	~[-0.310325,-0.232042,-0.536982,-0.749337]	~[0.688602,-0.301238,-0.642337,-0.149955]	~[0.021408,-0.645964,0.272548,-0.712734]	~[0.562352,-0.241008,-0.264681,-0.745399]	~[0.625309,-0.233561,-0.737344,-0.103739]	~[-0.403967,-0.515580,0.390927,-0.646656]	~[0.755025,-0.184955,-0.596257,-0.200517]	~[-0.192805,-0.722099,0.021414,-0.664033]	~[0.714627,0.334854,-0.510429,0.341530]	~[-0.196386,-0.685430,0.378755,-0.590053]
11.1580685	~[0.710906,0.164346,-0.679890,-0.073163]	~[-0.155705,-0.682582,0.078566,-0.709693]	~[0.376506,-0.324950,-0.221904,-0.838695]	~[0.634885,-0.062541,-0.720339,-0.272253]	~[0.417382,-0.389798,-0.049933,-0.819363]	~[-0.310143,-0.231660,-0.536933,-0.749565]	~[0.688597,-0.301148,-0.642378,-0.149982]	~[0.021450,-0.646118,0.272643,-0.712557]	~[0.562310,-0.240971,-0.264717,-0.745430]	~[0.625268,-0.233560,-0.737382,-0.103723]	~[-0.403908,-0.515648,0.390966,-0.646615]	~[0.754941,-0.185150,-0.596265,-0.200628]	~[-0.192854,-0.722090,0.021572,-0.664024]	~[0.714729,0.334805,-0.510317,0.341533]	~[-0.196396,-0.685354,0.378796,-0.590112]
11.1790421	~[0.710733,0.164211,-0.680106,-0.073142]	~[-0.155742,-0.682435,0.078373,-0.709848]	~[0.376554,-0.324912,-0.221961,-0.838674]	~[0.634743,-0.062628,-0.720502,-0.272134]	~[0.417352,-0.389763,-0.049987,-0.819392]	~[-0.309968,-0.231432,-0.536837,-0.749777]	~[0.688472,-0.301195,-0.642486,-0.149999]	~[0.021873,-0.646232,0.272473,-0.712506]	~[0.562213,-0.240906,-0.264800,-0.745495]	~[0.625265,-0.233606,-0.737368,-0.103728]	~[-0.403493,-0.516048,0.390828,-0.646638]	~[0.754894,-0.185392,-0.596254,-0.200612]	~[-0.192954,-0.722060,0.021654,-0.664025]	~[0.714797,0.334718,-0.510246,0.341583]	~[-0.196261,-0.685342,0.378845,-0.590139]
11.2077771	~[0.710585,0.164139,-0.680275,-0.073166]	~[-0.155742,-0.682526,0.078080,-0.709793]	~[0.376665,-0.324759,-0.222225,-0.838613]	~[0.634621,-0.062716,-0.720590,-0.272163]	~[0.417332,-0.389829,-0.049961,-0.819373]	~[-0.309865,-0.231311,-0.536892,-0.749818]	~[0.688449,-0.301104,-0.642573,-0.149913]	~[0.022010,-0.646267,0.272245,-0.712557]	~[0.562202,-0.240837,-0.264818,-0.745518]	~[0.625282,-0.233543,-0.737373,-0.103736]	~[-0.403234,-0.516085,0.390844,-0.646761]	~[0.754834,-0.185522,-0.596264,-0.200688]	~[-0.192864,-0.722076,0.021648,-0.664034]	~[0.714890,0.334671,-0.510170,0.341547]	~[-0.196339,-0.685225,0.378876,-0.590230]
11.2286657	~[0.710669,0.164087,-0.680168,-0.073459]	~[-0.155577,-0.682608,0.077757,-0.709786]	~[0.376783,-0.324451,-0.222618,-0.838574]	~[0.634645,-0.062862,-0.720465,-0.272405]	~[0.417353,-0.389789,-0.049923,-0.819383]	~[-0.309711,-0.231264,-0.536996,-0.749821]	~[0.688445,-0.301050,-0.642605,-0.149903]	~[0.021902,-0.646274,0.271967,-0.712660]	~[0.562216,-0.240825,-0.264753,-0.745535]	~[0.625226,-0.233508,-0.737430,-0.103748]	~[-0.403284,-0.515925,0.390775,-0.646899]	~[0.754809,-0.185683,-0.596197,-0.200836]	~[-0.193050,-0.722001,0.021868,-0.664055]	~[0.714902,0.334700,-0.510134,0.341547]	~[-0.196277,-0.685191,0.378932,-0.590253]
11.2578415	~[0.710829,0.164192,-0.679963,-0.073575]	~[-0.155496,-0.682636,0.077461,-0.709809]	~[0.376957,-0.324190,-0.222717,-0.838571]	~[0.634703,-0.062803,-0.720368,-0.272540]	~[0.417350,-0.389770,-0.049905,-0.819395]	~[-0.309422,-0.231350,-0.537182,-0.749780]	~[0.688450,-0.301135,-0.642558,-0.149912]	~[0.021675,-0.646261,0.271782,-0.712749]	~[0.562135,-0.240824,-0.264792,-0.745582]	~[0.625178,-0.233516,-0.737464,-0.103778]	~[-0.403591,-0.515851,0.390552,-0.646901]	~[0.754887,-0.185597,-0.596115,-0.200864]	~[-0.193141,-0.721920,0.022038,-0.664111]	~[0.714954,0.334721,-0.509997,0.341623]	~[-0.196190,-0.685151,0.378922,-0.590336]
11.2791648	~[0.710953,0.164573,-0.679765,-0.073357]	~[-0.155383,-0.682592,0.077371,-0.709886]	~[0.377069,-0.324126,-0.222665,-0.838559]	~[0.634712,-0.062433,-0.720472,-0.272329]	~[0.417318,-0.389769,-0.049923,-0.819411]	~[-0.309094,-0.231352,-0.537311,-0.749823]	~[0.688425,-0.301175,-0.642569,-0.149904]	~[0.021489,-0.646270,0.271767,-0.712752]	~[0.562061,-0.240807,-0.264779,-0.745648]	~[0.625052,-0.233582,-0.737552,-0.103762]	~[-0.403940,-0.515698,0.390371,-0.646915]	~[0.754912,-0.185368,-0.596169,-0.200822]	~[-0.193076,-0.721996,0.021986,-0.664049]	~[0.715008,0.334747,-0.509867,0.341676]	~[-0.196190,-0.685136,0.378914,-0.590358]
11.307823	~[0.711039,0.164904,-0.679602,-0.073290]	~[-0.155509,-0.682589,0.077334,-0.709865]	~[0.377159,-0.324116,-0.222510,-0.838564]	~[0.634799,-0.062220,-0.720447,-0.272241]	~[0.417271,-0.389709,-0.049982,-0.819459]	~[-0.308813,-0.231287,-0.537352,-0.749929]	~[0.688365,-0.301325,-0.642556,-0.149931]	~[0.021650,-0.646387,0.271463,-0.712757]	~[0.562076,-0.240806,-0.264690,-0.745669]	~[0.625053,-0.233475,-0.737591,-0.103719]	~[-0.403797,-0.515620,0.390048,-0.647261]	~[0.754925,-0.185104,-0.596241,-0.200803]	~[-0.192982,-0.721979,0.021936,-0.664096]	~[0.715055,0.334679,-0.509849,0.341673]	~[-0.196103,-0.685123,0.378927,-0.590394]
11.3286763	~[0.711180,0.164877,-0.679431,-0.073562]	~[-0.155410,-0.682555,0.077192,-0.709935]	~[0.377242,-0.324015,-0.222446,-0.838582]	~[0.634847,-0.062425,-0.720312,-0.272440]	~[0.417237,-0.389732,-0.050025,-0.819463]	~[-0.308598,-0.231262,-0.537455,-0.749951]	~[0.688343,-0.301419,-0.642517,-0.150008]	~[0.022137,-0.646491,0.270915,-0.712857]	~[0.562127,-0.240797,-0.264593,-0.745668]	~[0.625036,-0.233482,-0.737606,-0.103700]	~[-0.403445,-0.515637,0.389630,-0.647718]	~[0.755038,-0.185075,-0.596115,-0.200780]	~[-0.192928,-0.721939,0.021974,-0.664153]	~[0.715223,0.334628,-0.509702,0.341589]	~[-0.196039,-0.685109,0.378873,-0.590465]
11.3579772	~[0.711340,0.164919,-0.679223,-0.073846]	~[-0.155294,-0.682564,0.077019,-0.709970]	~[0.377157,-0.324038,-0.222353,-0.838636]	~[0.634852,-0.062549,-0.720231,-0.272614]	~[0.417228,-0.389683,-0.050062,-0.819488]	~[-0.308477,-0.231211,-0.537700,-0.749841]	~[0.688316,-0.301425,-0.642533,-0.150054]	~[0.022357,-0.646569,0.270722,-0.712853]	~[0.562044,-0.240861,-0.264647,-0.745690]	~[0.624966,-0.233516,-0.737650,-0.103729]	~[-0.403111,-0.515986,0.389530,-0.647709]	~[0.755079,-0.185243,-0.595972,-0.200896]	~[-0.192826,-0.721988,0.021934,-0.664132]	~[0.715199,0.334561,-0.509786,0.341580]	~[-0.196079,-0.685031,0.378788,-0.590597]
11.3786809	~[0.711545,0.165009,-0.678967,-0.074026]	~[-0.155226,-0.682467,0.076972,-0.710083]	~[0.377143,-0.324003,-0.222041,-0.838739]	~[0.634915,-0.062619,-0.720149,-0.272667]	~[0.417128,-0.389755,-0.050133,-0.819501]	~[-0.308462,-0.231068,-0.537814,-0.749810]	~[0.688202,-0.301543,-0.642587,-0.150107]	~[0.022266,-0.646522,0.270925,-0.712821]	~[0.562047,-0.240825,-0.264642,-0.745702]	~[0.624930,-0.233469,-0.737698,-0.103709]	~[-0.403177,-0.516094,0.389668,-0.647498]	~[0.755100,-0.185260,-0.595914,-0.200969]	~[-0.192738,-0.722022,0.022009,-0.664118]	~[0.715214,0.334489,-0.509808,0.341586]	~[-0.196097,-0.684990,0.378776,-0.590646]
11.4078284	~[0.711689,0.165161,-0.678753,-0.074264]	~[-0.155115,-0.682541,0.076954,-0.710039]	~[0.377286,-0.323935,-0.221450,-0.838857]	~[0.635010,-0.062560,-0.720004,-0.272841]	~[0.417142,-0.389755,-0.050097,-0.819496]	~[-0.308339,-0.230938,-0.537895,-0.749842]	~[0.688168,-0.301483,-0.642646,-0.150131]	~[0.022178,-0.646338,0.271279,-0.712855]	~[0.562071,-0.240681,-0.264670,-0.745720]	~[0.624928,-0.233459,-0.737712,-0.103654]	~[-0.403270,-0.515878,0.390046,-0.647385]	~[0.755178,-0.185277,-0.595794,-0.201017]	~[-0.192720,-0.721982,0.022099,-0.664163]	~[0.715325,0.334466,-0.509665,0.341591]	~[-0.196299,-0.684966,0.378750,-0.590624]
11.4286413	~[0.711729,0.165302,-0.678655,-0.074461]	~[-0.154923,-0.682573,0.076931,-0.710052]	~[0.377239,-0.323809,-0.221186,-0.838997]	~[0.635070,-0.062571,-0.719883,-0.273020]	~[0.417076,-0.389883,-0.050122,-0.819467]	~[-0.308035,-0.230904,-0.537977,-0.749919]	~[0.688172,-0.301480,-0.642644,-0.150125]	~[0.022069,-0.646371,0.271778,-0.712639]	~[0.562098,-0.240640,-0.264643,-0.745723]	~[0.624971,-0.233520,-0.737668,-0.103563]	~[-0.403335,-0.515719,0.390485,-0.647206]	~[0.755229,-0.185356,-0.595650,-0.201178]	~[-0.192830,-0.721934,0.022102,-0.664183]	~[0.715400,0.334380,-0.509637,0.341559]	~[-0.196344,-0.684908,0.378717,-0.590697]
11.4578193	~[0.711711,0.165442,-0.678612,-0.074711]	~[-0.154708,-0.682579,0.076925,-0.710094]	~[0.377221,-0.323695,-0.220892,-0.839126]	~[0.635097,-0.062533,-0.719762,-0.273284]	~[0.417036,-0.389942,-0.050132,-0.819459]	~[-0.307607,-0.231014,-0.538095,-0.749976]	~[0.688237,-0.301432,-0.642620,-0.150028]	~[0.022374,-0.646466,0.271652,-0.712591]	~[0.562105,-0.240639,-0.264630,-0.745722]	~[0.624912,-0.233539,-0.737719,-0.103521]	~[-0.402951,-0.515991,0.390369,-0.647299]	~[0.755292,-0.185237,-0.595560,-0.201321]	~[-0.192846,-0.721938,0.022038,-0.664176]	~[0.715511,0.334282,-0.509514,0.341606]	~[-0.196331,-0.684838,0.378707,-0.590789]
11.4785939	~[0.711662,0.165648,-0.678610,-0.074736]	~[-0.154700,-0.682651,0.076919,-0.710027]	~[0.377207,-0.323520,-0.220631,-0.839269]	~[0.635237,-0.062333,-0.719591,-0.273454]	~[0.417005,-0.390012,-0.050146,-0.819441]	~[-0.307172,-0.231132,-0.538166,-0.750067]	~[0.688224,-0.301501,-0.642631,-0.149898]	~[0.023110,-0.646538,0.271393,-0.712601]	~[0.562017,-0.240580,-0.264752,-0.745764]	~[0.624767,-0.233617,-0.737817,-0.103512]	~[-0.402268,-0.516340,0.390259,-0.647511]	~[0.755388,-0.185106,-0.595425,-0.201480]	~[-0.192942,-0.721831,0.022062,-0.664264]	~[0.715581,0.334155,-0.509487,0.341624]	~[-0.196421,-0.684740,0.378713,-0.590869]
11.5078341	~[0.711701,0.165761,-0.678524,-0.074907]	~[-0.154780,-0.682618,0.076968,-0.710036]	~[0.377198,-0.323371,-0.220495,-0.839365]	~[0.635386,-0.062167,-0.719426,-0.273580]	~[0.416968,-0.390127,-0.050154,-0.819404]	~[-0.306835,-0.231262,-0.538216,-0.750129]	~[0.688138,-0.301521,-0.642714,-0.149898]	~[0.023485,-0.646583,0.271348,-0.712565]	~[0.561988,-0.240536,-0.264808,-0.745780]	~[0.624786,-0.233607,-0.737810,-0.103474]	~[-0.401800,-0.516543,0.390353,-0.647584]	~[0.755423,-0.185076,-0.595290,-0.201775]	~[-0.193006,-0.721968,0.021986,-0.664099]	~[0.715610,0.334128,-0.509418,0.341694]	~[-0.196535,-0.684778,0.378692,-0.590801]
11.5286235	~[0.711903,0.165583,-0.678297,-0.075427]	~[-0.154825,-0.682648,0.077075,-0.709986]	~[0.377342,-0.323291,-0.220121,-0.839430]	~[0.635416,-0.062389,-0.719185,-0.274092]	~[0.416903,-0.390120,-0.050211,-0.819437]	~[-0.306665,-0.231366,-0.538236,-0.750153]	~[0.688017,-0.301670,-0.642766,-0.149932]	~[0.023584,-0.646695,0.271338,-0.712464]	~[0.562001,-0.240520,-0.264816,-0.745773]	~[0.624762,-0.233533,-0.737859,-0.103435]	~[-0.401791,-0.516574,0.390240,-0.647632]	~[0.755535,-0.185051,-0.595065,-0.202040]	~[-0.193076,-0.721987,0.022034,-0.664057]	~[0.715608,0.334318,-0.509291,0.341701]	~[-0.196677,-0.684691,0.378682,-0.590861]
11.5578482	~[0.712049,0.165472,-0.678112,-0.075950]	~[-0.154686,-0.682848,0.076953,-0.709837]	~[0.377445,-0.323326,-0.219745,-0.839469]	~[0.635382,-0.062572,-0.719005,-0.274600]	~[0.416849,-0.390199,-0.050255,-0.819425]	~[-0.306661,-0.231457,-0.538287,-0.750089]	~[0.687991,-0.301867,-0.642712,-0.149884]	~[0.023687,-0.646746,0.271129,-0.712494]	~[0.561994,-0.240555,-0.264817,-0.745767]	~[0.624773,-0.233594,-0.737846,-0.103321]	~[-0.401668,-0.516610,0.390063,-0.647787]	~[0.755524,-0.185044,-0.595004,-0.202268]	~[-0.193152,-0.721950,0.021991,-0.664076]	~[0.715608,0.334263,-0.509286,0.341761]	~[-0.196787,-0.684656,0.378643,-0.590890]
11.5786547	~[0.712097,0.165646,-0.677978,-0.076318]	~[-0.154635,-0.682842,0.076857,-0.709864]	~[0.377482,-0.323298,-0.219269,-0.839587]	~[0.635353,-0.062550,-0.718938,-0.274849]	~[0.416805,-0.390245,-0.050294,-0.819422]	~[-0.306634,-0.231465,-0.538229,-0.750139]	~[0.687892,-0.301898,-0.642819,-0.149820]	~[0.024044,-0.646923,0.270587,-0.712528]	~[0.561970,-0.240533,-0.264862,-0.745776]	~[0.624837,-0.233573,-0.737809,-0.103247]	~[-0.401253,-0.516766,0.389690,-0.648144]	~[0.755657,-0.185018,-0.594802,-0.202388]	~[-0.193171,-0.721968,0.022062,-0.664049]	~[0.715560,0.334291,-0.509300,0.341813]	~[-0.196968,-0.684583,0.378630,-0.590923]
11.6078026	~[0.712112,0.165688,-0.677905,-0.076743]	~[-0.154595,-0.682896,0.076867,-0.709821]	~[0.377495,-0.323336,-0.218885,-0.839667]	~[0.635313,-0.062574,-0.718892,-0.275057]	~[0.416804,-0.390218,-0.050310,-0.819435]	~[-0.306499,-0.231542,-0.538139,-0.750235]	~[0.687930,-0.301837,-0.642821,-0.149760]	~[0.024294,-0.647078,0.270215,-0.712519]	~[0.561936,-0.240592,-0.264895,-0.745771]	~[0.624905,-0.233534,-0.737781,-0.103129]	~[-0.401031,-0.516980,0.389363,-0.648307]	~[0.755683,-0.184866,-0.594802,-0.202430]	~[-0.193383,-0.721911,0.022110,-0.664048]	~[0.715619,0.334289,-0.509201,0.341840]	~[-0.197175,-0.684614,0.378622,-0.590823]
11.6286147	~[0.712338,0.165507,-0.677694,-0.076889]	~[-0.154491,-0.682926,0.076911,-0.709809]	~[0.377519,-0.323198,-0.218468,-0.839818]	~[0.635447,-0.062618,-0.718679,-0.275294]	~[0.416729,-0.390315,-0.050374,-0.819423]	~[-0.306337,-0.231627,-0.538010,-0.750368]	~[0.687958,-0.301807,-0.642825,-0.149677]	~[0.024539,-0.647192,0.270114,-0.712445]	~[0.562029,-0.240650,-0.264805,-0.745714]	~[0.624982,-0.233468,-0.737748,-0.103039]	~[-0.400866,-0.517049,0.389126,-0.648496]	~[0.755755,-0.184681,-0.594762,-0.202451]	~[-0.193397,-0.721841,0.022061,-0.664121]	~[0.715538,0.334394,-0.509173,0.341949]	~[-0.197328,-0.684725,0.378515,-0.590712]
11.6579098	~[0.712809,0.165582,-0.677169,-0.076991]	~[-0.154475,-0.682824,0.077064,-0.709894]	~[0.377585,-0.322988,-0.218098,-0.839965]	~[0.635631,-0.062703,-0.718459,-0.275423]	~[0.416620,-0.390299,-0.050493,-0.819478]	~[-0.306316,-0.231716,-0.537887,-0.750437]	~[0.688011,-0.301717,-0.642837,-0.149563]	~[0.024953,-0.647247,0.269737,-0.712524]	~[0.562045,-0.240716,-0.264800,-0.745682]	~[0.625070,-0.233498,-0.737688,-0.102870]	~[-0.400448,-0.517129,0.388660,-0.648971]	~[0.755782,-0.184482,-0.594757,-0.202541]	~[-0.193313,-0.721900,0.021923,-0.664086]	~[0.715472,0.334484,-0.509152,0.342031]	~[-0.197637,-0.684684,0.378617,-0.590590]
11.6785849	~[0.713167,0.165576,-0.676772,-0.077180]	~[-0.154353,-0.682775,0.077232,-0.709950]	~[0.377610,-0.322669,-0.217646,-0.840193]	~[0.635809,-0.062904,-0.718225,-0.275577]	~[0.416548,-0.390343,-0.050569,-0.819489]	~[-0.306490,-0.231871,-0.537838,-0.750353]	~[0.687893,-0.301680,-0.642983,-0.149552]	~[0.025345,-0.647159,0.269551,-0.712661]	~[0.562117,-0.240797,-0.264728,-0.745627]	~[0.625111,-0.233559,-0.737665,-0.102650]	~[-0.399917,-0.517284,0.388836,-0.649069]	~[0.755849,-0.184399,-0.594676,-0.202608]	~[-0.193412,-0.721867,0.021843,-0.664095]	~[0.715393,0.334387,-0.509285,0.342093]	~[-0.197886,-0.684645,0.378479,-0.590640]
11.7078666	~[0.713369,0.165326,-0.676601,-0.077347]	~[-0.154132,-0.682808,0.077336,-0.709955]	~[0.377604,-0.322470,-0.217257,-0.840373]	~[0.635845,-0.063022,-0.718092,-0.275815]	~[0.416550,-0.390299,-0.050608,-0.819507]	~[-0.306840,-0.231962,-0.537673,-0.750300]	~[0.687818,-0.301745,-0.643028,-0.149571]	~[0.025714,-0.647105,0.269613,-0.712673]	~[0.562138,-0.240876,-0.264726,-0.745587]	~[0.625111,-0.233488,-0.737706,-0.102513]	~[-0.399303,-0.517437,0.389256,-0.649073]	~[0.755915,-0.184060,-0.594748,-0.202460]	~[-0.193418,-0.721853,0.021748,-0.664112]	~[0.715397,0.334381,-0.509249,0.342144]	~[-0.198176,-0.684676,0.378461,-0.590518]
11.7285854	~[0.713416,0.165237,-0.676561,-0.077449]	~[-0.153913,-0.682766,0.077583,-0.710015]	~[0.377558,-0.322484,-0.216722,-0.840527]	~[0.635904,-0.063094,-0.718002,-0.275895]	~[0.416502,-0.390314,-0.050699,-0.819519]	~[-0.307275,-0.231983,-0.537379,-0.750326]	~[0.687775,-0.301776,-0.643038,-0.149663]	~[0.026096,-0.647057,0.269776,-0.712641]	~[0.562140,-0.240949,-0.264725,-0.745562]	~[0.625198,-0.233494,-0.737651,-0.102366]	~[-0.398936,-0.517739,0.389448,-0.648943]	~[0.755905,-0.183978,-0.594779,-0.202482]	~[-0.193277,-0.721945,0.021686,-0.664055]	~[0.715389,0.334357,-0.509268,0.342156]	~[-0.198479,-0.684714,0.378402,-0.590411]
11.7578802	~[0.713465,0.165161,-0.676529,-0.077446]	~[-0.153764,-0.682682,0.077800,-0.710105]	~[0.377498,-0.322391,-0.216315,-0.840695]	~[0.635970,-0.063055,-0.717973,-0.275827]	~[0.416522,-0.390356,-0.050706,-0.819488]	~[-0.307667,-0.231799,-0.536874,-0.750584]	~[0.687835,-0.301737,-0.642981,-0.149709]	~[0.026328,-0.647073,0.269863,-0.712585]	~[0.562059,-0.241137,-0.264812,-0.745531]	~[0.625282,-0.233537,-0.737584,-0.102241]	~[-0.398699,-0.517900,0.389219,-0.649098]	~[0.755992,-0.183848,-0.594713,-0.202467]	~[-0.193210,-0.722008,0.021638,-0.664008]	~[0.715304,0.334380,-0.509288,0.342282]	~[-0.198677,-0.684793,0.378349,-0.590287]
11.7786033	~[0.713594,0.165005,-0.676398,-0.077738]	~[-0.153696,-0.682539,0.077837,-0.710253]	~[0.377387,-0.322052,-0.216006,-0.840954]	~[0.636046,-0.063050,-0.717810,-0.276076]	~[0.416559,-0.390406,-0.050650,-0.819449]	~[-0.307945,-0.231631,-0.536291,-0.750939]	~[0.687811,-0.301760,-0.642995,-0.149711]	~[0.026822,-0.647052,0.269759,-0.712625]	~[0.562079,-0.241217,-0.264754,-0.745511]	~[0.625324,-0.233549,-0.737558,-0.102145]	~[-0.398305,-0.517911,0.389101,-0.649400]	~[0.756062,-0.183756,-0.594662,-0.202437]	~[-0.193342,-0.721982,0.021802,-0.663992]	~[0.715382,0.334292,-0.509193,0.342346]	~[-0.198993,-0.684889,0.378298,-0.590101]
11.8080825	~[0.713615,0.164815,-0.676377,-0.078124]	~[-0.153479,-0.682484,0.077739,-0.710363]	~[0.377470,-0.321744,-0.216074,-0.841017]	~[0.636068,-0.063329,-0.717636,-0.276414]	~[0.416579,-0.390458,-0.050620,-0.819416]	~[-0.308199,-0.231588,-0.535615,-0.751330]	~[0.687805,-0.301727,-0.643012,-0.149739]	~[0.027505,-0.647052,0.269510,-0.712693]	~[0.562089,-0.241364,-0.264728,-0.745466]	~[0.625396,-0.233529,-0.737518,-0.102035]	~[-0.397609,-0.518061,0.389198,-0.649650]	~[0.756093,-0.183752,-0.594625,-0.202433]	~[-0.193433,-0.722044,0.021912,-0.663894]	~[0.715504,0.334103,-0.509046,0.342492]	~[-0.199090,-0.684986,0.378188,-0.590026]
11.8285646	~[0.713396,0.164800,-0.676616,-0.078087]	~[-0.153426,-0.682442,0.077553,-0.710435]	~[0.377489,-0.321360,-0.216136,-0.841139]	~[0.636100,-0.063190,-0.717624,-0.276404]	~[0.416531,-0.390542,-0.050633,-0.819399]	~[-0.308480,-0.231787,-0.535008,-0.751586]	~[0.687824,-0.301773,-0.642976,-0.149709]	~[0.028099,-0.647053,0.269271,-0.712760]	~[0.562115,-0.241468,-0.264655,-0.745438]	~[0.625532,-0.233370,-0.737464,-0.101958]	~[-0.397032,-0.518300,0.389266,-0.649771]	~[0.756091,-0.183944,-0.594561,-0.202457]	~[-0.193320,-0.722084,0.021836,-0.663887]	~[0.715457,0.334145,-0.508947,0.342698]	~[-0.199202,-0.685055,0.378180,-0.589913]
11.8580719	~[0.713497,0.164702,-0.676551,-0.077940]	~[-0.153212,-0.682351,0.077427,-0.710583]	~[0.377424,-0.320951,-0.216322,-0.841276]	~[0.636196,-0.063151,-0.717593,-0.276273]	~[0.416454,-0.390589,-0.050673,-0.819414]	~[-0.308675,-0.232052,-0.534456,-0.751817]	~[0.687844,-0.301799,-0.642947,-0.149690]	~[0.028552,-0.647074,0.269007,-0.712822]	~[0.562118,-0.241498,-0.264642,-0.745431]	~[0.625552,-0.233417,-0.737449,-0.101837]	~[-0.396859,-0.518261,0.388834,-0.650167]	~[0.756086,-0.184023,-0.594562,-0.202398]	~[-0.193376,-0.722034,0.021808,-0.663925]	~[0.715445,0.334055,-0.508964,0.342784]	~[-0.199154,-0.685058,0.378180,-0.589927]
11.8785824	~[0.713644,0.164601,-0.676447,-0.077702]	~[-0.153020,-0.682207,0.077398,-0.710766]	~[0.377343,-0.320759,-0.216293,-0.841394]	~[0.636270,-0.063118,-0.717594,-0.276108]	~[0.416475,-0.390544,-0.050662,-0.819425]	~[-0.308898,-0.232306,-0.533867,-0.752065]	~[0.687885,-0.301730,-0.642959,-0.149588]	~[0.028986,-0.646942,0.268793,-0.713006]	~[0.562058,-0.241583,-0.264698,-0.745428]	~[0.625641,-0.233397,-0.737387,-0.101781]	~[-0.396633,-0.518123,0.388665,-0.650516]	~[0.756094,-0.183987,-0.594594,-0.202308]	~[-0.193457,-0.722060,0.021798,-0.663874]	~[0.715359,0.334180,-0.508906,0.342929]	~[-0.199225,-0.685045,0.378141,-0.589943]
11.9076916	~[0.713901,0.164303,-0.676241,-0.077768]	~[-0.153128,-0.681954,0.077627,-0.710960]	~[0.377204,-0.320579,-0.216162,-0.841558]	~[0.636336,-0.063383,-0.717534,-0.276051]	~[0.416509,-0.390539,-0.050601,-0.819414]	~[-0.309197,-0.232545,-0.533418,-0.752187]	~[0.687922,-0.301716,-0.642960,-0.149441]	~[0.029090,-0.646721,0.268798,-0.713200]	~[0.562053,-0.241735,-0.264619,-0.745410]	~[0.625713,-0.233312,-0.737353,-0.101785]	~[-0.396473,-0.518037,0.388793,-0.650606]	~[0.756034,-0.183874,-0.594734,-0.202225]	~[-0.193306,-0.722166,0.021678,-0.663807]	~[0.715245,0.334217,-0.508937,0.343084]	~[-0.199230,-0.685077,0.378182,-0.589878]
